LM_ID,ABBREVIATION,SYNONYMS
LMPR01090001,,Vitamin A
LMPR01090002,,
LMPR01090003,,
LMPR01090005,,
LMPR01090006,,
LMPR01090007,,
LMPR01090008,,
LMPR01090009,,
LMPR01090010,,
LMPR01090011,,
LMPR01090012,,
LMPR01090013,,"(2E,4E,6E,8E)-Hexadecanoic acid 3,7-dimethyl-9-(2,6,6-trimethyl-cyclohex-1-enyl)-nona-2, 4,6,8,tetraenyl ester"
LMPR01090014,,"(2E,4E,6E,8E)-Octadecanoic acid3,7-dimethyl-9-(2,6,6-trimethyl-cyclohex-1-enyl)-nona-2, 4,6,8,tetraenyl ester"
LMPR01090015,,"(2E,4E,6E,8E)-Octadec-9-enoic acid 3,7-dimethyl-9-(2,6,6-trimethyl-cyclohex-1-enyl)-nona-2, 4,6,8,tetraenyl ester"
LMPR01090016,,"(2E,4E,6E,8E)-Octadeca-9,12,15-enoic acid 3,7-dimethyl-9-(2,6,6-trimethyl-cyclohex-1-enyl)- nona-2, 4,6,8,tetraenyl ester"
LMPR01090017,,
LMPR01090018,,
LMPR01090019,,Tretinoin/All-Trans Retinoic Acid
LMPR01090020,,
LMPR01090021,,
LMPR01090022,,Alitretinoin
LMPR01090023,,
LMPR01090024,,
LMPR01090025,,
LMPR01090026,,
LMPR01090027,,
LMPR01090028,,
LMPR01090029,,
LMPR01090030,,
LMPR01090031,,
LMPR01090032,,
LMPR01090033,,
LMPR01090034,,
LMPR01090035,,
LMPR01090036,,
LMPR01090037,,
LMPR01090038,,
LMPR01090039,,
LMPR01090040,,
LMPR01090041,,
LMPR01090042,,
LMPR01090043,,
LMPR01090044,,
LMPR01090045,,
LMPR01090046,,"(2E,4E,6E,8E)-9-(4-Methoxy-2,3,6-trimethyl-phenyl)-3,7-dimethyl-nona-2,4,6,8-tetraenoic acid ethyl ester"
LMPR01090047,,"13,14-Dihydroretinol"
LMPR01090048,,
LMPR01090049,,(-)-(R)-all-trans-3-hydroxyretinal
LMPR01090050,,(+)-(S)-all-trans-3-hydroxyretinal
LMPR01090051,,Retinoyl glucuronide; all-trans-Retinoyl-beta-glucuronide
LMPR01090052,,11-cis-Retinyl palmitate; 11-cis-retinyl palmitate
LMPR01090053,,
LMPR01090054,,
LMPR01090055,,
LMPR01090056,,A2E; A2-E; di-retinoid-pyridinium-ethanolamine
LMPR01090057,,isoA2E; isoA2-E;
LMPR02010001,,Ubiquinone-10
LMPR02010002,,
LMPR02010003,,
LMPR02010004,,
LMPR02010005,,
LMPR02010031,,
LMPR02010032,,
LMPR02010033,,"2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaen-1-yl]-6-methoxycyclohexa-2,5-diene-1,4-dione"
LMPR02010034,,
LMPR02010035,,
LMPR02010036,,3-Demethylubiquinone-9
LMPR02010037,,PQ-1
LMPR02010038,,MK-S881
LMPR02010039,,MK-8(H2)
LMPR02010040,,MK-9(H2)
LMPR02010041,,MK-9
LMPR02010042,,
LMPR02010043,,
LMPR02010044,,
LMPR02010045,,
LMPR02010046,,
LMPR02010047,,
LMPR02010048,,
LMPR02020001,,Vitamin E
LMPR02020053,,
LMPR02020054,,alpha-tocotrienol; zeta1-tocopherol
LMPR02020055,,"(2R)-3,4-dihydro-2,5,8-trimethyl-2-[(3E,7E)-4,8,12-trimethyl-3,7,11-tridecatrienyl]-2H-1-benzopyran-6-ol; beta-tocotrienol; epsilon-tocopherol"
LMPR02020056,,delta-tocotrienol
LMPR02020057,,
LMPR02020058,,"3,4-dihydro-2-(4,8,12-trimethyltrideca-3'(E),7'(E),11'-trienyl)-2H-1-benzopyran-6-ol"
LMPR02020062,,Simon metabolite
LMPR02020063,,Simon metabolite
LMPR02020065,,
LMPR02020066,,
LMPR02020067,,Solanachromene
LMPR02020068,,
LMPR02020069,,trans-delta-tocotrienoloic acid
LMPR02020070,,
LMPR02020071,,
LMPR02020072,,
LMPR02020073,,
LMPR02020074,,13'-carboxychromanol
LMPR02020075,,13'-hydroxychromanol
LMPR02020076,,CDMDHC
LMPR02020077,,CDMOHC
LMPR02020078,,CMHHC
LMPR02020079,,CMBHC
LMPR02020080,,CEHC
LMPR02020081,,CEHC taurine
LMPR02020082,,CEHC glycine
LMPR02020083,,CEHC sulfate
LMPR02020084,,CEHC glutamine
LMPR02030001,,Vitamin K2; menaquinone-6
LMPR02030027,,"(all-E)-2-(3,7,11,15,19,23,27,31-octamethyl-2,6,10,14,18,22,26,30-dotriacontaoctaenyl)-1,4-naphthalenedione; demethylmenaquinone"
LMPR02030028,,"2-Methyl-3-phytyl-1,4-naphthoquinone; PHYLLOQUINONE; Phylloquinone; Phytonadione; Vitamin K1"
LMPR02030029,,"3-Hydroxy-2-methyl-3-phytyl-2,3-dihydronaphthoquinone; 3-Hydroxy-vitamin K; 3-hydroxy-2-methyl-3-phytyl-2,3-dihydronaphthoquinone"
LMPR02030030,,Phytonadiol; Vitamin K hydroquinone; vitamin K1 hydroquinone
LMPR02030031,,"2,3-Epoxy-2,3-dihydro-2-methyl-3-phytyl-1,4-naphthoquinone; 2,3-Epoxyphylloquinone"
LMPR03010007,,Undecaprenol
LMPR03010008,,"omega,E,octa-Z-decaprenol"
LMPR03020001,,
LMPR03020002,,
LMPR03020004,,
LMPR03020005,,Undecaprenyl phosphate alpha-L-Ara4N
LMPR03020006,,Undecaprenyl phosphate; undecaprenyl phosphate
LMPR03020007,,Decaprenol phosphate
LMPR03020008,,"omega,E, octa-Z-decaprenyl phosphate"
LMPR03030002,,
LMPR03030003,,
LMPR03030004,,"Diphosphoric acid, mono(3,7,11,15,19,23,27,31,35,39,43-undecamethyl-2,6,10,14,18,22,26,30,34,38,42-tetratetracontaundecaenyl) ester; UndPP; Undecaprenyl diphosphate; Undecaprenyl pyrophosphate; undecaprenyl diphosphate"
LMPR03030005,,"(2E,6E,10E,14E,18E)-3,7,11,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaen-1-yl trihydrogen diphosphate; all-trans-Hexaprenyl diphosphate; all-trans-hexaprenyl diphosphate"
LMPR03030006,,all-trans-Heptaprenyl diphosphate; all-trans-heptaprenyl diphosphate
LMPR03030007,,"Diphosphoric acid, mono(3,7,11,15,19,23,27,31,35-nonamethyl-2,6,10,14,18,22,26,30,34-hexatriacontanonaenyl) ester, (all-E)-; Solanesyl diphosphate; Solanesyl pyrophosphate; all-trans-Nonaprenyl diphosphate"
LMPR03030008,,"di-trans,poly-cis-Undecaprenyl diphosphate; di-trans,poly-cis-undecaprenyl diphosphate; ditrans,polycis-undecaprenyl diphosphate"
LMPR03030009,,"di-trans,poly-cis-Decaprenyl diphosphate; di-trans,poly-cis-decaprenyl diphosphate; ditrans,polycis-decaprenyl diphosphate"
LMPR03030010,,alpha-D-Galactosyl-diphosphoundecaprenol; alpha-D-galactosyl-diphosphoundecaprenol
LMPR03030011,,"Decaprenyl pyrophosphate; omega,E, octa-Z-decaprenyl phosphate"
LMPR03040008,,
LMPR03040009,,
LMPR03040010,,
LMPR03070001,,Dol-19
LMPR03070002,,
LMPR03070003,,
LMPR03070004,,
LMPR03070023,,
LMPR03070024,,
LMPR03070025,,
LMPR03070026,,
LMPR03080001,,
LMPR03080011,,
LMPR03080014,,Dolichyl beta-D-glucosyl phosphate; dolichyl beta-D-glucosyl phosphate
LMPR03080015,,Dolichol phosphate; Dolicholmonophosphate; Dolichyl monophosphate; Dolichyl phosphate; dolichol monophosphate
LMPR03090023,,Dolichol diphosphate; Dolichol pyrophosphate; Dolichyl diphosphate; Dolichyl pyrophosphate
LMPR03090024,,
LMPR04000001,,Hopene
LMPR04000002,,
LMPR04000003,,
LMPR04000004,,
LMPR04000005,,
LMPR04000006,,
LMPR04000007,,
LMPR04000008,,
LMPR04000009,,
LMPR04000010,,
LMPR04000011,,
LMPR04000012,,
LMPR04000013,,
LMPR04000014,,
LMPR04000015,,
LMPR04000016,,
LMPR04000017,,
LMPR04000018,,
LMPR04000019,,
LMPR04000020,,
LMPR04000021,,
LMPR04000022,,
LMPR04000023,,
LMPR04000024,,
LMPR04000025,,
LMPR04000026,,
LMPR04000027,,
LMPR04000028,,
LMPR04000029,,
LMPR04000030,,
LMPR04000031,,2-methyl-hop-21-ene
LMPR04000032,,2-methyl-hop-22(29)-ene
LMPR04000033,,2-methyl-diplopterol
LMPR04000034,,2-methyl-bacteriohopanetetrol
LMPR04000035,,2-methyl-tetrahymanol
LMPR04000036,,
LMPR04000037,,
LMPR04000038,,
LMPR04000039,,
LMPR04000040,,
LMSL01010001,,
LMSL01010002,,
LMSL01020001,,
LMSL01020002,,
LMSL01020003,,
LMSL01040001,,
LMSL01040002,,
LMSL01050001,,
LMSL01050002,,
LMSL01050003,,
LMSL01050004,,
LMSL01060001,,
LMSL01060002,,
LMSL01060003,,
LMSL01060004,,
LMSL01060005,,
LMSL01070001,,
LMSL01070002,,
LMSL02000001,,
LMSL02000002,,
LMSL02000003,,
LMSL03000001,,
LMSL03000002,,
LMSL03000003,,
LMSL03000004,,
LMSL03000005,,
LMSL03000006,,
LMSL03000007,,
LMSL03000008,,
LMSL03000009,,
LMSL03000010,,
LMSL03000011,,
LMSL03000012,,
LMSL03000013,,
LMSL03000014,,
LMSL03000015,,
LMSL03000016,,
LMSL03000017,,
LMSL03000018,,
LMSL03000019,,
LMSL03000020,,
LMSL03000021,,
LMSL03000022,,
LMSL03000023,,
LMSL03000024,,
LMSL03000025,,
LMSL03000026,,
LMSL03000027,,
LMSL03000028,,
LMSL03000029,,
LMSL03000030,,
LMSL03000031,,
LMSL03000032,,
LMSL03000033,,
LMSL03000034,,
LMSL03000035,,
LMSL03000036,,
LMSL03000037,,
LMSL03000038,,
LMSL03000039,,
LMSL03000040,,
LMSL03000041,,
LMSL03000042,,
LMSL03000043,,
LMSL03000044,,
LMSL03000045,,
LMSL03000046,,
LMSL03000047,,
LMSL03000048,,
LMSL03000049,,
LMSL03000050,,
LMSL03000051,,
LMSL03000052,,
LMSL03000053,,
LMSL03000054,,
LMSL03000055,,
LMSL03000056,,
LMSL03000057,,
LMSL03000058,,
LMSL03000059,,
LMSL03000060,,
LMSL03000061,,
LMSL03000062,,
LMSL03000063,,
LMSL03000064,,
LMSL03000065,,
LMSL03000066,,
LMSL03000067,,
LMSL03000068,,
LMSL03000069,,
LMSL03000070,,
LMSL03000071,,
LMSL03000072,,
LMSL03000073,,
LMSL03000074,,
LMSL03000075,,
LMSL03000076,,
LMSL03000077,,
LMSL03000078,,
LMSL03000079,,
LMSL03000080,,
LMSL03000081,,
LMSL03000082,,
LMSL03000083,,
LMSL03000084,,
LMSL03000085,,
LMSL03000086,,
LMSL03000087,,
LMSL03000088,,
LMSL03000089,,
LMSL03000090,,
LMSL03000091,,
LMSL03000092,,
LMSL03000093,,
LMSL03000094,,
LMSL03000095,,
LMSL03000096,,
LMSL03000097,,
LMSL03000098,,
LMSL03000099,,
LMSL03000100,,
LMSL03000101,,
LMSL03000102,,
LMSL03000103,,
LMSL03000104,,
LMSL03000105,,
LMSL03000106,,
LMSL03000107,,
LMSL03000108,,
LMSL03000109,,
LMSL03000110,,
LMSL03000111,,
LMSL03000112,,
LMSL03000113,,
LMSL03000114,,
LMSL03000115,,
LMSL03000116,,
LMSL03000117,,
LMSL03000118,,
LMSL03000119,,
LMSL03000120,,
LMSL03000121,,
LMSL03000122,,
LMSL03000123,,
LMSL03000124,,
LMSL03000125,,
LMSL03000126,,
LMSL03000127,,
LMSL03000128,,
LMSL03000129,,
LMSL03000130,,
LMSL03000131,,
LMSL03000132,,
LMSL03000133,,
LMSL03000134,,
LMSL03000135,,
LMSL03000136,,
LMSL03000137,,
LMSL03000138,,
LMSL03000139,,
LMSL03000140,,
LMSL03000141,,
LMSL03000142,,
LMSL03000143,,
LMSL03000144,,
LMSL03000145,,
LMSL03000146,,
LMSL03000147,,
LMSL03000148,,
LMSL03000149,,
LMSL03000150,,
LMSL03000151,,
LMSL03000152,,
LMSL03000153,,
LMSL03000154,,
LMSL03000155,,
LMSL03000156,,
LMSL03000157,,
LMSL03000158,,
LMSL03000159,,
LMSL03000160,,
LMSL03000161,,
LMSL03000162,,
LMSL03000163,,
LMSL03000164,,
LMSL03000165,,
LMSL03000166,,
LMSL03000167,,
LMSL03000168,,
LMSL03000169,,
LMSL03000170,,
LMSL03000171,,
LMSL03000172,,
LMSL03000173,,
LMSL03000174,,
LMSL03000175,,
LMSL03000176,,
LMSL03000177,,
LMSL03000178,,
LMSL03000179,,
LMSL03000180,,
LMSL03000181,,
LMSL03000182,,
LMSL03000183,,
LMSL03000184,,
LMSL03000185,,
LMSL03000186,,
LMSL03000187,,
LMSL03000188,,
LMSL03000189,,
LMSL03000190,,
LMSL03000191,,
LMSL03000192,,
LMSL03000193,,
LMSL03000194,,
LMSL03000195,,
LMSL03000196,,
LMSL03000197,,
LMSL03000198,,
LMSL03000199,,
LMSL03000200,,
LMSL03000201,,
LMSL03000202,,
LMSL03000203,,
LMSL03000204,,
LMSL03000205,,
LMSL03000206,,
LMSL03000207,,
LMSL03000208,,
LMSL03000209,,
LMSL03000210,,
LMSL03000211,,
LMSL03000212,,
LMSL03000213,,
LMSL03000214,,
LMSL03000215,,
LMSL03000216,,
LMSL03000217,,
LMSL03000218,,
LMSL03000219,,
LMSL03000220,,
LMSL03000221,,
LMSL03000222,,
LMSL03000223,,
LMSL03000224,,
LMSL03000225,,
LMSL03000226,,
LMSL03000227,,
LMSL03000228,,
LMSL03000229,,
LMSL03000230,,
LMSL03000231,,
LMSL03000232,,
LMSL03000233,,
LMSL03000234,,
LMSL03000235,,
LMSL03000236,,
LMSL03000237,,
LMSL03000238,,
LMSL03000239,,
LMSL03000240,,
LMSL03000241,,
LMSL03000242,,
LMSL03000243,,
LMSL03000244,,
LMSL03000245,,
LMSL03000246,,
LMSL03000247,,
LMSL03000248,,
LMSL03000249,,
LMSL03000250,,
LMSL03000251,,
LMSL03000252,,
LMSL03000253,,
LMSL03000254,,
LMSL03000255,,
LMSL03000256,,
LMSL03000257,,
LMSL03000258,,
LMSL03000259,,
LMSL03000260,,
LMSL03000261,,
LMSL03000262,,
LMSL03000263,,
LMSL03000264,,
LMSL03000265,,
LMSL03000266,,
LMSL03000267,,
LMSL03000268,,
LMSL03000269,,
LMSL03000270,,
LMSL03000271,,
LMSL03000272,,
LMSL03000273,,
LMSL03000274,,
LMSL03000275,,
LMSL03000276,,
LMSL03000277,,
LMSL03000278,,
LMSL03000279,,
LMSL03000280,,
LMSL03000281,,
LMSL03000282,,
LMSL03000283,,
LMSL03000284,,
LMSL03000285,,
LMSL03000286,,
LMSL03000287,,
LMSL03000288,,
LMSL03000289,,
LMSL03000290,,
LMSL03000291,,
LMSL03000292,,
LMSL03000293,,
LMSL03000294,,
LMSL03000295,,
LMSL03000296,,
LMSL03000297,,
LMSL03000298,,
LMSL03000299,,
LMSL03000300,,
LMSL03000301,,
LMSL03000302,,
LMSL03000303,,
LMSL03000304,,
LMSL03000305,,
LMSL03000306,,
LMSL03000307,,
LMSL03000308,,
LMSL03000309,,
LMSL03000310,,
LMSL03000311,,
LMSL03000312,,
LMSL03000313,,
LMSL03000314,,
LMSL03000315,,
LMSL03000316,,
LMSL03000317,,
LMSL03000318,,
LMSL03000319,,
LMSL03000320,,
LMSL03000321,,
LMSL03000322,,
LMSL03000323,,
LMSL03000324,,
LMSL03000325,,
LMSL03000326,,
LMSL03000327,,
LMSL03000328,,
LMSL03000329,,
LMSL03000330,,
LMSL03000331,,
LMSL03000332,,
LMSL03000333,,
LMSL03000334,,
LMSL03000335,,
LMSL03000336,,
LMSL03000337,,
LMSL03000338,,
LMSL03000339,,
LMSL03000340,,
LMSL03000341,,
LMSL03000342,,
LMSL03000343,,
LMSL03000344,,
LMSL03000345,,
LMSL03000346,,
LMSL03000347,,
LMSL03000348,,
LMSL03000349,,
LMSL03000350,,
LMSL03000351,,
LMSL03000352,,
LMSL03000353,,
LMSL03000354,,
LMSL03000355,,
LMSL03000356,,
LMSL03000357,,
LMSL03000358,,
LMSL03000359,,
LMSL03000360,,
LMSL03000361,,
LMSL03000362,,
LMSL03000363,,
LMSL03000364,,
LMSL03000365,,
LMSL03000366,,
LMSL03000367,,
LMSL03000368,,
LMSL03000369,,
LMSL03000370,,
LMSL03000371,,
LMSL03000372,,
LMSL03000373,,
LMSL03000374,,
LMSL03000375,,
LMSL03000376,,
LMSL03000377,,
LMSL03000378,,
LMSL03000379,,
LMSL03000380,,
LMSL03000381,,
LMSL03000382,,
LMSL03000383,,
LMSL03000384,,
LMSL03000385,,
LMSL03000386,,
LMSL03000387,,
LMSL03000388,,
LMSL03000389,,
LMSL03000390,,
LMSL03000391,,
LMSL03000392,,
LMSL03000393,,
LMSL03000394,,
LMSL03000395,,
LMSL03000396,,
LMSL03000397,,
LMSL03000398,,
LMSL03000399,,
LMSL03000400,,
LMSL03000401,,
LMSL03000402,,
LMSL03000403,,
LMSL03000404,,
LMSL03000405,,
LMSL03000406,,
LMSL03000407,,
LMSL03000408,,
LMSL03000409,,
LMSL03000410,,
LMSL03000411,,
LMSL03000412,,
LMSL03000413,,
LMSL03000414,,
LMSL03000415,,
LMSL03000416,,
LMSL03000417,,
LMSL03000418,,
LMSL03000419,,
LMSL03000420,,
LMSL03000421,,
LMSL03000422,,
LMSL03000423,,
LMSL03000424,,
LMSL03000425,,
LMSL03000426,,
LMSL03000427,,
LMSL03000428,,
LMSL03000429,,
LMSL03000430,,
LMSL03000431,,
LMSL03000432,,
LMSL03000433,,
LMSL03000434,,
LMSL03000435,,
LMSL03000436,,
LMSL03000437,,
LMSL03000438,,
LMSL03000439,,
LMSL03000440,,
LMSL03000441,,
LMSL03000442,,
LMSL03000443,,
LMSL03000444,,
LMSL03000445,,
LMSL03000446,,
LMSL03000447,,
LMSL03000448,,
LMSL03000449,,
LMSL03000450,,
LMSL03000451,,
LMSL03000452,,
LMSL03000453,,
LMSL03000454,,
LMSL03000455,,
LMSL03000456,,
LMSL03000457,,
LMSL03000458,,
LMSL03000459,,
LMSL03000460,,
LMSL03000461,,
LMSL03000462,,
LMSL03000463,,
LMSL03000464,,
LMSL03000465,,
LMSL03000466,,
LMSL03000467,,
LMSL03000468,,
LMSL03000469,,
LMSL03000470,,
LMSL03000471,,
LMSL03000472,,
LMSL03000473,,
LMSL03000474,,
LMSL03000475,,
LMSL03000476,,
LMSL03000477,,
LMSL03000478,,
LMSL03000479,,
LMSL03000480,,
LMSL03000481,,
LMSL03000482,,
LMSL03000483,,
LMSL03000484,,
LMSL03000485,,
LMSL03000486,,
LMSL03000487,,
LMSL03000488,,
LMSL03000489,,
LMSL03000490,,
LMSL03000491,,
LMSL03000492,,
LMSL03000493,,
LMSL03000494,,
LMSL03000495,,
LMSL03000496,,
LMSL03000497,,
LMSL03000498,,
LMSL03000499,,
LMSL03000500,,
LMSL03000501,,
LMSL03000502,,
LMSL03000503,,
LMSL03000504,,
LMSL03000505,,
LMSL03000506,,
LMSL03000507,,
LMSL03000508,,
LMSL03000509,,
LMSL03000510,,
LMSL03000511,,
LMSL03000512,,
LMSL03000513,,
LMSL03000514,,
LMSL03000515,,
LMSL03000516,,
LMSL03000517,,
LMSL03000518,,
LMSL03000519,,
LMSL03000520,,
LMSL03000521,,
LMSL03000522,,
LMSL03000523,,
LMSL03000524,,
LMSL03000525,,
LMSL03000526,,
LMSL03000527,,
LMSL03000528,,
LMSL03000529,,
LMSL03000530,,
LMSL03000531,,
LMSL03000532,,
LMSL03000533,,
LMSL03000534,,
LMSL03000535,,
LMSL03000536,,
LMSL03000537,,
LMSL03000538,,
LMSL03000539,,
LMSL03000540,,
LMSL03000541,,
LMSL03000542,,
LMSL03000543,,
LMSL03000544,,
LMSL03000545,,
LMSL03000546,,
LMSL03000547,,
LMSL03000548,,
LMSL03000549,,
LMSL03000550,,
LMSL03000551,,
LMSL03000552,,
LMSL03000553,,
LMSL03000554,,
LMSL03000555,,
LMSL03000556,,
LMSL03000557,,
LMSL03000558,,
LMSL03000559,,
LMSL03000560,,
LMSL03000561,,
LMSL03000562,,
LMSL03000563,,
LMSL03000564,,
LMSL03000565,,
LMSL03000566,,
LMSL03000567,,
LMSL03000568,,
LMSL03000569,,
LMSL03000570,,
LMSL03000571,,
LMSL03000572,,
LMSL03000573,,
LMSL03000574,,
LMSL03000575,,
LMSL03000576,,
LMSL03000577,,
LMSL03000578,,
LMSL03000579,,
LMSL03000580,,
LMSL03000581,,
LMSL03000582,,
LMSL03000583,,
LMSL03000584,,
LMSL03000585,,
LMSL03000586,,
LMSL03000587,,
LMSL03000588,,
LMSL03000589,,
LMSL03000590,,
LMSL03000591,,
LMSL03000592,,
LMSL03000593,,
LMSL03000594,,
LMSL03000595,,
LMSL03000596,,
LMSL03000597,,
LMSL03000598,,
LMSL03000599,,
LMSL03000600,,
LMSL03000601,,
LMSL03000602,,
LMSL03000603,,
LMSL03000604,,
LMSL03000605,,
LMSL03000606,,
LMSL03000607,,
LMSL03000608,,
LMSL03000609,,
LMSL03000610,,
LMSL03000611,,
LMSL03000612,,
LMSL03000613,,
LMSL03000614,,
LMSL03000615,,
LMSL03000616,,
LMSL03000617,,
LMSL03000618,,
LMSL03000619,,
LMSL03000620,,
LMSL03000621,,
LMSL03000622,,
LMSL03000623,,
LMSL03000624,,
LMSL03000625,,
LMSL03000626,,
LMSL03000627,,
LMSL03000628,,
LMSL03000629,,
LMSL03000630,,
LMSL03000631,,
LMSL03000632,,
LMSL03000633,,
LMSL03000634,,
LMSL03000635,,
LMSL03000636,,
LMSL03000637,,
LMSL03000638,,
LMSL03000639,,
LMSL03000640,,
LMSL03000641,,
LMSL03000642,,
LMSL03000643,,
LMSL03000644,,
LMSL03000645,,
LMSL03000646,,
LMSL03000647,,
LMSL03000648,,
LMSL03000649,,
LMSL03000650,,
LMSL03000651,,
LMSL03000652,,
LMSL03000653,,
LMSL03000654,,
LMSL03000655,,
LMSL03000656,,
LMSL03000657,,
LMSL03000658,,
LMSL03000659,,
LMSL03000660,,
LMSL03000661,,
LMSL03000662,,
LMSL03000663,,
LMSL03000664,,
LMSL03000665,,
LMSL03000666,,
LMSL03000667,,
LMSL03000668,,
LMSL03000669,,
LMSL03000670,,
LMSL03000671,,
LMSL03000672,,
LMSL03000673,,
LMSL03000674,,
LMSL03000675,,
LMSL03000676,,
LMSL03000677,,
LMSL03000678,,
LMSL03000679,,
LMSL03000680,,
LMSL03000681,,
LMSL03000682,,
LMSL03000683,,
LMSL03000684,,
LMSL03000685,,
LMSL03000686,,
LMSL03000687,,
LMSL03000688,,
LMSL03000689,,
LMSL03000690,,
LMSL03000691,,
LMSL03000692,,
LMSL03000693,,
LMSL03000694,,
LMSL03000695,,
LMSL03000696,,
LMSL03000697,,
LMSL03000698,,
LMSL03000699,,
LMSL03000700,,
LMSL03000701,,
LMSL03000702,,
LMSL03000703,,
LMSL03000704,,
LMSL03000705,,
LMSL03000706,,
LMSL03000707,,
LMSL03000708,,
LMSL03000709,,
LMSL03000710,,
LMSL03000711,,
LMSL03000712,,
LMSL03000713,,
LMSL03000714,,
LMSL03000715,,
LMSL03000716,,
LMSL03000717,,
LMSL03000718,,
LMSL03000719,,
LMSL03000720,,
LMSL03000721,,
LMSL03000722,,
LMSL03000723,,
LMSL03000724,,
LMSL03000725,,
LMSL03000726,,
LMSL03000727,,
LMSL03000728,,
LMSL03000729,,
LMSL03000730,,
LMSL03000731,,
LMSL03000732,,
LMSL03000733,,
LMSL03000734,,
LMSL03000735,,
LMSL03000736,,
LMSL03000737,,
LMSL03000738,,
LMSL03000739,,
LMSL03000740,,
LMSL03000741,,
LMSL03000742,,
LMSL03000743,,
LMSL03000744,,
LMSL03000745,,
LMSL03000746,,
LMSL03000747,,
LMSL03000748,,
LMSL03000749,,
LMSL03000750,,
LMSL03000751,,
LMSL03000752,,
LMSL03000753,,
LMSL03000754,,
LMSL03000755,,
LMSL03000756,,
LMSL03000757,,
LMSL03000758,,
LMSL03000759,,
LMSL03000760,,
LMSL03000761,,
LMSL03000762,,
LMSL03000763,,
LMSL03000764,,
LMSL03000765,,
LMSL03000766,,
LMSL03000767,,
LMSL03000768,,
LMSL03000769,,
LMSL03000770,,
LMSL03000771,,
LMSL03000772,,
LMSL03000773,,
LMSL03000774,,
LMSL03000775,,
LMSL03000776,,
LMSL03000777,,
LMSL03000778,,
LMSL03000779,,
LMSL03000780,,
LMSL03000781,,
LMSL03000782,,
LMSL03000783,,
LMSL03000784,,
LMSL03000785,,
LMSL03000786,,
LMSL03000787,,
LMSL03000788,,
LMSL03000789,,
LMSL03000790,,
LMSL03000791,,
LMSL03000792,,
LMSL03000793,,
LMSL03000794,,
LMSL03000795,,
LMSL03000796,,
LMSL03000797,,
LMSL03000798,,
LMSL03000799,,
LMSL03000800,,
LMSL03000801,,
LMSL03000802,,
LMSL03000803,,
LMSL03000804,,
LMSL03000805,,
LMSL03000806,,
LMSL03000807,,
LMSL03000808,,
LMSL03000809,,
LMSL03000810,,
LMSL03000811,,
LMSL03000812,,
LMSL03000813,,
LMSL03000814,,
LMSL03000815,,
LMSL03000816,,
LMSL03000817,,
LMSL03000818,,
LMSL03000819,,
LMSL03000820,,
LMSL03000821,,
LMSL03000822,,
LMSL03000823,,
LMSL03000824,,
LMSL03000825,,
LMSL03000826,,
LMSL03000827,,
LMSL03000828,,
LMSL03000829,,
LMSL03000830,,
LMSL03000831,,
LMSL03000832,,
LMSL03000833,,
LMSL03000834,,
LMSL03000835,,
LMSL03000836,,
LMSL03000837,,
LMSL03000838,,
LMSL03000839,,
LMSL03000840,,
LMSL03000841,,
LMSL03000842,,
LMSL03000843,,
LMSL03000844,,
LMSL03000845,,
LMSL03000846,,
LMSL03000847,,
LMSL03000848,,
LMSL03000849,,
LMSL03000850,,
LMSL03000851,,
LMSL03000852,,
LMSL03000853,,
LMSL03000854,,
LMSL03000855,,
LMSL03000856,,
LMSL03000857,,
LMSL03000858,,
LMSL03000859,,
LMSL03000860,,
LMSL03000861,,
LMSL03000862,,
LMSL03000863,,
LMSL03000864,,
LMSL03000865,,
LMSL03000866,,
LMSL03000867,,
LMSL03000868,,
LMSL03000869,,
LMSL03000870,,
LMSL03000871,,
LMSL03000872,,
LMSL03000873,,
LMSL03000874,,
LMSL03000875,,
LMSL03000876,,
LMSL03000877,,
LMSL03000878,,
LMSL03000879,,
LMSL03000880,,
LMSL03000881,,
LMSL03000882,,
LMSL03000883,,
LMSL03000884,,
LMSL03000885,,
LMSL03000886,,
LMSL03000887,,
LMSL03000888,,
LMSL03000889,,
LMSL03000890,,
LMSL03000891,,
LMSL03000892,,
LMSL03000893,,
LMSL03000894,,
LMSL03000895,,
LMSL03000896,,
LMSL03000897,,
LMSL03000898,,
LMSL03000899,,
LMSL03000900,,
LMSL03000901,,
LMSL03000902,,
LMSL03000903,,
LMSL03000904,,
LMSL03000905,,
LMSL03000906,,
LMSL03000907,,
LMSL03000908,,
LMSL03000909,,
LMSL03000910,,
LMSL03000911,,
LMSL03000912,,
LMSL03000913,,
LMSL03000914,,
LMSL03000915,,
LMSL03000916,,
LMSL03000917,,
LMSL03000918,,
LMSL03000919,,
LMSL03000920,,
LMSL03000921,,
LMSL03000922,,
LMSL03000923,,
LMSL03000924,,
LMSL03000925,,
LMSL03000926,,
LMSL03000927,,
LMSL03000928,,
LMSL03000929,,
LMSL03000930,,
LMSL03000931,,
LMSL03000932,,
LMSL03000933,,
LMSL03000934,,
LMSL03000935,,
LMSL03000936,,
LMSL03000937,,
LMSL03000938,,
LMSL03000939,,
LMSL03000940,,
LMSL03000941,,
LMSL03000942,,
LMSL03000943,,
LMSL03000944,,
LMSL03000945,,
